Id,Steps,Reward,Ep steps,Ep reward,Lives,Avg Q,Avg R,Stucked
49,712,32.0,712,32.0,4,0.9473886358737945,17.64,False
50,259,28.0,971,60.0,3,0.9665420508384704,17.64,False
51,423,80.0,1394,140.0,2,0.9867175507545471,17.64,False
52,45,4.0,1439,144.0,1,1.0072174739837647,17.64,False
53,101,25.0,1540,169.0,0,1.026839975118637,19.33,False
54,85,2.0,85,2.0,4,1.0467610669136047,19.33,False
55,443,12.0,528,14.0,3,1.06666823387146,19.33,False
56,80,8.0,608,22.0,2,1.08593514919281,19.33,False
57,300,11.0,908,33.0,1,1.1048872089385986,19.33,False
58,92,13.0,1000,46.0,0,1.123840719461441,19.79,False
59,1153,180.0,1153,180.0,4,1.1433999645709991,19.79,False
60,524,185.0,1677,365.0,3,1.16275306224823,19.79,False
61,127,30.0,1804,395.0,2,1.1817124247550965,19.79,False
62,105,4.0,1909,399.0,1,1.200563498735428,19.79,False
63,192,20.0,2101,419.0,0,1.2194243311882018,23.98,False
64,1388,171.0,1388,171.0,4,1.2382536613941193,23.98,False
65,206,116.0,1594,287.0,3,1.256316055059433,23.98,False
66,176,10.0,1770,297.0,2,1.2746787583827972,23.98,False
67,24,0.0,1794,297.0,1,1.2931036305427552,23.98,False
68,177,25.0,1971,322.0,0,1.3118912529945375,27.2,False
69,467,16.0,467,16.0,4,1.3305062544345856,27.2,False
70,134,3.0,601,19.0,3,1.3490588641166688,27.2,False
71,684,58.0,1285,77.0,2,1.3677004265785218,27.2,False
72,75,1.0,1360,78.0,1,1.386264225244522,27.2,False
73,109,5.0,1469,83.0,0,1.4046220409870147,28.03,False
74,908,43.0,908,43.0,4,1.4232656931877137,28.03,False
75,349,24.0,1257,67.0,3,1.442010111808777,28.03,False
76,175,36.0,1432,103.0,2,1.460662956237793,28.03,False
77,66,14.0,1498,117.0,1,1.4799874663352965,28.03,False
78,131,19.0,1629,136.0,0,1.499162473678589,29.39,False
79,742,47.0,742,47.0,4,1.518139818906784,29.39,False
80,321,228.0,1063,275.0,3,1.5368293118476868,29.39,False
81,172,42.0,1235,317.0,2,1.555479999780655,29.39,False
82,73,1.0,1308,318.0,1,1.573542033433914,29.39,False
83,76,1.0,1384,319.0,0,1.5919316053390502,32.58,False
84,217,6.0,217,6.0,4,1.610406118631363,32.58,False
85,227,20.0,444,26.0,3,1.6304017436504363,32.58,False
86,237,14.0,681,40.0,2,1.6503838562965394,32.58,False
87,85,2.0,766,42.0,1,1.6704458832740783,32.58,False
88,408,51.0,1174,93.0,0,1.6903897309303284,33.51,False
89,873,42.0,873,42.0,4,1.7094711303710937,33.51,False
90,228,43.0,1101,85.0,3,1.7285269594192505,33.51,False
91,384,235.0,1485,320.0,2,1.7479711472988129,33.51,False
92,45,4.0,1530,324.0,1,1.7673281741142273,33.51,False
93,65,4.0,1595,328.0,0,1.787153160572052,36.79,False
94,714,26.0,714,26.0,4,1.8061280167102813,36.79,False
95,569,65.0,1283,91.0,3,1.8241331827640535,36.79,False
96,377,77.0,1660,168.0,2,1.8433678936958313,36.79,False
97,320,181.0,1980,349.0,1,1.8628598976135253,36.79,False
98,147,17.0,2127,366.0,0,1.8823725044727326,40.45,False
99,1192,280.0,1192,280.0,4,1.9009052431583404,40.45,False
100,169,3.0,1361,283.0,3,1.9010116279125213,40.45,False
101,76,4.0,1437,287.0,2,1.9016835105419159,40.45,False
102,107,5.0,1544,292.0,1,1.902073358297348,40.45,False
103,72,8.0,1616,300.0,0,1.9021335864067077,43.45,False
104,213,10.0,213,10.0,4,1.9013238644599915,43.45,False
105,560,22.0,773,32.0,3,1.9022977912425996,43.45,False
106,259,30.0,1032,62.0,2,1.9037486696243286,43.45,False
107,120,6.0,1152,68.0,1,1.904084722995758,43.45,False
108,217,27.0,1369,95.0,0,1.9036141288280488,44.4,False
109,734,32.0,734,32.0,4,1.9029400444030762,44.4,False
110,526,334.0,1260,366.0,3,1.9026742458343506,44.4,False
111,24,0.0,1284,366.0,2,1.903307672739029,44.4,False
112,24,0.0,1308,366.0,1,1.9044632053375243,44.4,False
113,24,0.0,1332,366.0,0,1.9052564203739166,48.06,False
114,875,55.0,875,55.0,4,1.9055338931083678,48.06,False
115,743,258.0,1618,313.0,3,1.905810683965683,48.06,False
116,76,4.0,1694,317.0,2,1.9062277126312255,48.06,False
117,80,35.0,1774,352.0,1,1.9063553047180175,48.06,False
118,71,8.0,1845,360.0,0,1.9074434769153594,51.66,False
119,204,6.0,204,6.0,4,1.9072128891944886,51.66,False
120,730,54.0,934,60.0,3,1.9067970514297485,51.66,False
121,88,5.0,1022,65.0,2,1.9061724305152894,51.66,False
122,149,23.0,1171,88.0,1,1.9069822180271148,51.66,False
123,460,275.0,1631,363.0,0,1.9064301836490631,55.29,False
124,518,18.0,518,18.0,4,1.9056632316112518,55.29,False
125,240,22.0,758,40.0,3,1.9059394371509553,55.29,False
126,206,19.0,964,59.0,2,1.9059876096248627,55.29,False
127,76,12.0,1040,71.0,1,1.905607866048813,55.29,False
128,396,71.0,1436,142.0,0,1.9047719871997832,56.71,False
129,224,7.0,224,7.0,4,1.9042731595039368,56.71,False
130,219,6.0,443,13.0,3,1.903630917072296,56.71,False
131,943,174.0,1386,187.0,2,1.903523736000061,56.71,False
132,243,110.0,1629,297.0,1,1.9024852883815766,56.71,False
133,75,1.0,1704,298.0,0,1.902136161327362,59.69,False
134,370,10.0,370,10.0,4,1.9023096191883087,59.69,False
135,851,88.0,1221,98.0,3,1.9029619646072389,59.69,False
136,290,44.0,1511,142.0,2,1.9043642473220825,59.69,False
137,112,16.0,1623,158.0,1,1.9046794879436493,59.69,False
138,295,115.0,1918,273.0,0,1.9047319793701172,62.42,False
139,390,10.0,390,10.0,4,1.9050765764713287,62.42,False
140,866,56.0,1256,66.0,3,1.9052842438220978,62.42,False
141,782,173.0,2038,239.0,2,1.9040061223506928,62.42,False
142,114,35.0,2152,274.0,1,1.9030802619457245,62.42,False
143,534,28.0,2686,302.0,0,1.9012488532066345,65.44,True
144,656,26.0,656,26.0,4,1.8999854481220246,65.44,False
145,367,72.0,1023,98.0,3,1.8990070259571075,65.44,False
146,72,1.0,1095,99.0,2,1.8988139164447784,65.44,False
147,73,1.0,1168,100.0,1,1.8990769815444946,65.44,False
148,350,99.0,1518,199.0,0,1.899774353504181,67.43,False
149,202,6.0,202,6.0,4,1.8998126089572906,67.43,False
150,180,8.0,382,14.0,3,1.8998204350471497,67.43,False
151,381,13.0,763,27.0,2,1.8987595438957214,67.43,False
152,392,16.0,1155,43.0,1,1.8978859090805054,67.43,False
153,302,62.0,1457,105.0,0,1.8981398379802703,68.48,False
154,275,8.0,275,8.0,4,1.897754340171814,68.48,False
155,326,9.0,601,17.0,3,1.8974655055999756,68.48,False
156,478,21.0,1079,38.0,2,1.8972915422916412,68.48,False
157,201,14.0,1280,52.0,1,1.8974437272548677,68.48,False
158,143,28.0,1423,80.0,0,1.8978198206424712,69.28,False
159,652,24.0,652,24.0,4,1.8976905822753907,69.28,False
160,191,11.0,843,35.0,3,1.8974088072776794,69.28,False
161,328,17.0,1171,52.0,2,1.8977214062213899,69.28,False
162,413,36.0,1584,88.0,1,1.8976120376586914,69.28,False
163,132,33.0,1716,121.0,0,1.8982557737827301,70.49,False
164,455,16.0,455,16.0,4,1.8988555192947387,70.49,False
165,202,9.0,657,25.0,3,1.9004985916614532,70.49,False
166,204,11.0,861,36.0,2,1.9015993010997772,70.49,False
167,191,15.0,1052,51.0,1,1.9029537200927735,70.49,False
168,435,167.0,1487,218.0,0,1.9030191493034363,72.67,False
169,242,7.0,242,7.0,4,1.9031628596782684,72.67,False
170,503,23.0,745,30.0,3,1.9035691475868226,72.67,False
171,182,5.0,927,35.0,2,1.9043045675754546,72.67,False
172,268,19.0,1195,54.0,1,1.9048396944999695,72.67,False
173,195,20.0,1390,74.0,0,1.9051625561714172,73.41,False
174,478,13.0,478,13.0,4,1.905453770160675,73.41,False
175,736,85.0,1214,98.0,3,1.9055311179161072,73.41,False
176,190,31.0,1404,129.0,2,1.9063888692855835,73.41,False
177,338,187.0,1742,316.0,1,1.905940512418747,73.41,False
178,24,0.0,1766,316.0,0,1.9058727407455445,76.57,False
179,440,12.0,440,12.0,4,1.9062269127368927,76.57,False
180,905,58.0,1345,70.0,3,1.906773817539215,76.57,False
181,383,98.0,1728,168.0,2,1.9075550878047942,76.57,False
182,63,11.0,1791,179.0,1,1.9085274708271027,76.57,False
183,189,112.0,1980,291.0,0,1.9096667671203613,79.48,False
184,724,30.0,724,30.0,4,1.910219669342041,79.48,False
185,123,2.0,847,32.0,3,1.9093719351291656,79.48,False
186,46,4.0,893,36.0,2,1.9084680819511413,79.48,False
187,77,4.0,970,40.0,1,1.9075793159008025,79.48,False
188,565,89.0,1535,129.0,0,1.9070428478717805,80.77,False
189,482,13.0,482,13.0,4,1.907171230316162,80.77,False
190,180,7.0,662,20.0,3,1.9072458791732787,80.77,False
191,359,36.0,1021,56.0,2,1.9069259309768676,80.77,False
192,1199,292.0,2220,348.0,1,1.906379280090332,80.77,True
193,109,9.0,2329,357.0,0,1.9058502531051635,84.34,True
194,550,16.0,550,16.0,4,1.9057623386383056,84.34,False
195,303,11.0,853,27.0,3,1.9066291701793672,84.34,False
196,437,26.0,1290,53.0,2,1.9062387096881865,84.34,False
197,226,36.0,1516,89.0,1,1.9061224889755248,84.34,False
198,257,56.0,1773,145.0,0,1.90664097905159,85.79,False
199,967,96.0,967,96.0,4,1.908115006685257,85.79,False
200,87,5.0,1054,101.0,3,1.908622577190399,85.79,False
201,107,5.0,1161,106.0,2,1.9087770664691925,85.79,False
202,540,230.0,1701,336.0,1,1.9092185413837433,85.79,False
203,522,53.0,2223,389.0,0,1.9097146081924439,89.68,True
204,440,14.0,440,14.0,4,1.9103525078296661,89.68,False
205,516,19.0,956,33.0,3,1.9110013210773469,89.68,False
206,434,58.0,1390,91.0,2,1.9108190047740936,89.68,False
207,63,8.0,1453,99.0,1,1.9111409282684326,89.68,False
208,198,20.0,1651,119.0,0,1.912221269607544,90.87,False
209,679,34.0,679,34.0,4,1.9133376204967498,90.87,False
210,77,12.0,756,46.0,3,1.9148210453987122,90.87,False
211,123,18.0,879,64.0,2,1.9161653816699982,90.87,False
212,462,225.0,1341,289.0,1,1.9167459142208099,90.87,False
213,160,9.0,1501,298.0,0,1.9171509182453155,93.85,False
214,914,61.0,914,61.0,4,1.9175457417964936,93.85,False
215,439,17.0,1353,78.0,3,1.917428170442581,93.85,False
216,298,116.0,1651,194.0,2,1.9177102744579315,93.85,False
217,385,134.0,2036,328.0,1,1.9178918087482453,93.85,False
218,114,4.0,2150,332.0,0,1.9176875722408295,97.17,False
219,1045,213.0,1045,213.0,4,1.918315715789795,97.17,False
220,505,167.0,1550,380.0,3,1.9191210746765137,97.17,False
221,24,0.0,1574,380.0,2,1.920382947921753,97.17,False
222,122,21.0,1696,401.0,1,1.920478128194809,97.17,False
223,138,4.0,1834,405.0,0,1.921582704782486,101.22,False
224,810,36.0,810,36.0,4,1.922334930896759,101.22,False
225,433,55.0,1243,91.0,3,1.9228007638454436,101.22,False
226,310,44.0,1553,135.0,2,1.9236274898052215,101.22,False
227,270,166.0,1823,301.0,1,1.9239965772628784,101.22,False
228,227,80.0,2050,381.0,0,1.924268409013748,105.03,False
229,498,18.0,498,18.0,4,1.925165376663208,105.03,False
230,467,19.0,965,37.0,3,1.926870801448822,105.03,False
231,56,4.0,1021,41.0,2,1.9271004235744476,105.03,False
232,24,0.0,1045,41.0,1,1.9283732521533965,105.03,False
233,376,60.0,1421,101.0,0,1.9289753031730652,106.04,False
234,291,8.0,291,8.0,4,1.9297643995285034,106.04,False
235,211,12.0,502,20.0,3,1.9304748952388764,106.04,False
236,217,39.0,719,59.0,2,1.930389280319214,106.04,False
237,23,0.0,742,59.0,1,1.930994015932083,106.04,False
238,374,67.0,1116,126.0,0,1.9320768463611602,107.3,False
239,465,16.0,465,16.0,4,1.9332903635501861,107.3,False
240,355,39.0,820,55.0,3,1.9335317599773407,107.3,False
241,566,240.0,1386,295.0,2,1.9337397086620332,107.3,False
242,87,2.0,1473,297.0,1,1.9343201744556426,107.3,False
243,24,0.0,1497,297.0,0,1.9348515367507935,110.27,False
244,573,26.0,573,26.0,4,1.9360677433013915,110.27,False
245,196,5.0,769,31.0,3,1.936626445055008,110.27,False
246,470,22.0,1239,53.0,2,1.9373459196090699,110.27,False
247,412,100.0,1651,153.0,1,1.9381891870498658,110.27,False
248,111,20.0,1762,173.0,0,1.9387733435630798,112.0,False
249,869,46.0,869,46.0,4,1.9391539406776428,112.0,False
250,478,133.0,1347,179.0,3,1.9401499509811402,112.0,False
251,76,1.0,1423,180.0,2,1.941036684513092,112.0,False
252,76,4.0,1499,184.0,1,1.9409249806404114,112.0,False
253,163,9.0,1662,193.0,0,1.9405141592025756,113.93,False
254,331,21.0,331,21.0,4,1.9409432780742646,113.93,False
255,675,266.0,1006,287.0,3,1.940982037782669,113.93,False
256,180,46.0,1186,333.0,2,1.941559488773346,113.93,False
257,47,7.0,1233,340.0,1,1.942395408153534,113.93,False
258,24,0.0,1257,340.0,0,1.9427771186828613,117.33,False
259,202,6.0,202,6.0,4,1.943036094903946,117.33,False
260,862,73.0,1064,79.0,3,1.9441133379936217,117.33,False
261,242,49.0,1306,128.0,2,1.9448424661159516,117.33,False
262,545,213.0,1851,341.0,1,1.945758295059204,117.33,False
263,187,11.0,2038,352.0,0,1.9463325476646423,120.85,False
264,435,11.0,435,11.0,4,1.9467065250873565,120.85,False
265,165,5.0,600,16.0,3,1.946640819311142,120.85,False
266,713,54.0,1313,70.0,2,1.9471203148365022,120.85,False
267,159,13.0,1472,83.0,1,1.9469813978672028,120.85,False
268,326,69.0,1798,152.0,0,1.9479114770889283,122.37,False
269,790,38.0,790,38.0,4,1.9494743967056274,122.37,False
270,86,2.0,876,40.0,3,1.9508930253982544,122.37,False
271,312,37.0,1188,77.0,2,1.9510901355743409,122.37,False
272,506,125.0,1694,202.0,1,1.951987236738205,122.37,False
273,210,54.0,1904,256.0,0,1.9529872262477874,124.93,False
274,535,18.0,535,18.0,4,1.953857465982437,124.93,False
275,448,166.0,983,184.0,3,1.9546984076499938,124.93,False
276,175,6.0,1158,190.0,2,1.955672652721405,124.93,False
277,24,0.0,1182,190.0,1,1.9569904506206512,124.93,False
278,274,143.0,1456,333.0,0,1.9578345596790314,128.26,False
279,1186,81.0,1186,81.0,4,1.9582945239543914,128.26,False
280,120,35.0,1306,116.0,3,1.9589891362190246,128.26,False
281,264,62.0,1570,178.0,2,1.9593258428573608,128.26,False
282,140,53.0,1710,231.0,1,1.9604854345321656,128.26,False
283,139,82.0,1849,313.0,0,1.960727308988571,131.39,False
284,839,67.0,839,67.0,4,1.9612352466583252,131.39,False
285,469,82.0,1308,149.0,3,1.9623484051227569,131.39,False
286,171,37.0,1479,186.0,2,1.9632235503196716,131.39,False
287,252,116.0,1731,302.0,1,1.9632808804512023,131.39,False
288,161,27.0,1892,329.0,0,1.963651762008667,134.68,False
289,168,4.0,168,4.0,4,1.9640895688533784,134.68,False
290,1157,135.0,1325,139.0,3,1.9653716361522675,134.68,False
291,255,148.0,1580,287.0,2,1.9663676285743714,134.68,False
292,24,0.0,1604,287.0,1,1.9678419530391693,134.68,False
293,24,0.0,1628,287.0,0,1.9687308061122895,137.55,False
294,405,11.0,405,11.0,4,1.970732834339142,137.55,False
295,755,200.0,1160,211.0,3,1.9712287962436676,137.55,False
296,54,1.0,1214,212.0,2,1.9717331540584564,137.55,False
297,623,196.0,1837,408.0,1,1.9725211811065675,137.55,False
298,171,11.0,2008,419.0,0,1.9717919087409974,141.74,False
299,594,21.0,594,21.0,4,1.9718202352523804,141.74,False
300,1232,284.0,1826,305.0,3,1.9711206328868867,141.74,False
301,72,11.0,1898,316.0,2,1.9714320874214173,141.74,False
302,92,8.0,1990,324.0,1,1.9714686536788941,141.74,False
303,45,4.0,2035,328.0,0,1.9717499697208405,145.02,False
304,488,16.0,488,16.0,4,1.9715875637531282,145.02,False
305,289,17.0,777,33.0,3,1.971210914850235,145.02,False
306,133,36.0,910,69.0,2,1.9710488641262054,145.02,False
307,152,15.0,1062,84.0,1,1.9715036797523497,145.02,False
308,285,158.0,1347,242.0,0,1.9720935893058777,147.44,False
309,622,23.0,622,23.0,4,1.9720885252952576,147.44,False
310,98,15.0,720,38.0,3,1.9722260022163391,147.44,False
311,123,18.0,843,56.0,2,1.9722225785255432,147.44,False
312,172,134.0,1015,190.0,1,1.9722670924663543,147.44,False
313,183,63.0,1198,253.0,0,1.9721326291561128,149.97,False
314,670,27.0,670,27.0,4,1.972330790758133,149.97,False
315,349,283.0,1019,310.0,3,1.972862125635147,149.97,False
316,75,4.0,1094,314.0,2,1.973598552942276,149.97,False
317,24,0.0,1118,314.0,1,1.9743483996391296,149.97,False
318,24,0.0,1142,314.0,0,1.9754076731204986,153.11,False
319,1127,123.0,1127,123.0,4,1.9752045345306397,153.11,False
320,123,2.0,1250,125.0,3,1.9749825978279114,153.11,False
321,342,52.0,1592,177.0,2,1.974669098854065,153.11,False
322,202,43.0,1794,220.0,1,1.9745478510856629,153.11,False
323,376,119.0,2170,339.0,0,1.9740195393562316,156.5,False
324,194,5.0,194,5.0,4,1.974495689868927,156.5,False
325,408,14.0,602,19.0,3,1.9747530722618103,156.5,False
326,479,296.0,1081,315.0,2,1.974037345647812,156.5,False
327,76,4.0,1157,319.0,1,1.9741850650310517,156.5,False
328,23,0.0,1180,319.0,0,1.9746081340312958,159.69,False
329,962,45.0,962,45.0,4,1.9741915011405944,159.69,False
330,54,1.0,1016,46.0,3,1.9735888481140136,159.69,False
331,147,27.0,1163,73.0,2,1.9725641191005707,159.69,False
332,97,22.0,1260,95.0,1,1.971854382753372,159.69,False
333,227,40.0,1487,135.0,0,1.9721498537063598,161.04,False
334,712,29.0,712,29.0,4,1.9714427745342256,161.04,False
335,179,35.0,891,64.0,3,1.9715471935272217,161.04,False
336,467,96.0,1358,160.0,2,1.9711768651008605,161.04,False
337,118,70.0,1476,230.0,1,1.9705351197719574,161.04,False
338,183,35.0,1659,265.0,0,1.9692559468746185,163.69,False
339,1185,138.0,1185,138.0,4,1.969029393196106,163.69,False
340,451,114.0,1636,252.0,3,1.9697874629497527,163.69,False
341,185,60.0,1821,312.0,2,1.9694693243503572,163.69,False
342,210,21.0,2031,333.0,1,1.9692284345626831,163.69,False
343,72,0.0,2103,333.0,0,1.9688509941101073,167.02,False
344,226,7.0,226,7.0,4,1.968505666255951,167.02,False
345,1294,316.0,1520,323.0,3,1.96961114525795,167.02,False
346,55,4.0,1575,327.0,2,1.9699724006652832,167.02,False
347,24,0.0,1599,327.0,1,1.9698260128498077,167.02,False
348,24,0.0,1623,327.0,0,1.9693439602851868,170.29,False
349,714,29.0,714,29.0,4,1.9695287454128265,170.29,False
350,827,300.0,1541,329.0,3,1.9692382943630218,170.29,False
351,87,4.0,1628,333.0,2,1.9689802718162537,170.29,False
352,23,0.0,1651,333.0,1,1.969327573776245,170.29,False
353,175,9.0,1826,342.0,0,1.9697089099884033,173.71,False
354,437,11.0,437,11.0,4,1.969659583568573,173.71,False
355,714,47.0,1151,58.0,3,1.968963279724121,173.71,False
356,414,126.0,1565,184.0,2,1.9683380317687988,173.71,False
357,24,0.0,1589,184.0,1,1.967351452112198,173.71,False
358,118,35.0,1707,219.0,0,1.9669297766685485,175.9,False
359,567,20.0,567,20.0,4,1.9658947944641114,175.9,False
360,1166,299.0,1733,319.0,3,1.964966722726822,175.9,False
361,264,79.0,1997,398.0,2,1.964122792482376,175.9,False
362,23,0.0,2020,398.0,1,1.9637778830528259,175.9,False
363,23,0.0,2043,398.0,0,1.9629257071018218,179.88,False
364,438,12.0,438,12.0,4,1.962726547718048,179.88,False
365,494,16.0,932,28.0,3,1.9625701534748077,179.88,False
366,95,9.0,1027,37.0,2,1.9617198777198792,179.88,False
367,107,14.0,1134,51.0,1,1.961149227619171,179.88,False
368,288,165.0,1422,216.0,0,1.9602391469478606,182.04,False
369,1084,95.0,1084,95.0,4,1.9594815230369569,182.04,False
370,202,55.0,1286,150.0,3,1.9588856399059296,182.04,False
371,310,188.0,1596,338.0,2,1.9583122611045838,182.04,False
372,159,24.0,1755,362.0,1,1.9577306509017944,182.04,False
373,23,0.0,1778,362.0,0,1.9572892904281616,185.66,False
374,902,39.0,902,39.0,4,1.956897805929184,185.66,False
375,543,90.0,1445,129.0,3,1.9571273374557494,185.66,False
376,434,197.0,1879,326.0,2,1.9571593880653382,185.66,False
377,225,42.0,2104,368.0,1,1.9568793666362763,185.66,False
378,24,0.0,2128,368.0,0,1.9569021272659302,189.34,False
379,905,69.0,905,69.0,4,1.9569643199443818,189.34,False
380,188,138.0,1093,207.0,3,1.9568698608875275,189.34,False
381,95,16.0,1188,223.0,2,1.9574559152126312,189.34,False
382,608,146.0,1796,369.0,1,1.9574647486209868,189.34,False
383,169,11.0,1965,380.0,0,1.9568533027172088,193.14,True
384,716,35.0,716,35.0,4,1.9564047265052795,193.14,False
385,542,166.0,1258,201.0,3,1.955787456035614,193.14,False
386,312,112.0,1570,313.0,2,1.9554469895362854,193.14,False
387,189,34.0,1759,347.0,1,1.956252123117447,193.14,False
388,56,4.0,1815,351.0,0,1.9571888434886933,196.65,False
389,584,20.0,584,20.0,4,1.957659250497818,196.65,False
390,784,258.0,1368,278.0,3,1.95684805393219,196.65,False
391,169,34.0,1537,312.0,2,1.9560520601272584,196.65,False
392,144,47.0,1681,359.0,1,1.955311576128006,196.65,False
393,280,14.0,1961,373.0,0,1.9539856910705566,200.38,False
394,456,12.0,456,12.0,4,1.9520913565158844,200.38,False
395,490,13.0,946,25.0,3,1.9520086133480072,200.38,False
396,237,36.0,1183,61.0,2,1.9518701708316804,200.38,False
397,172,134.0,1355,195.0,1,1.9504747080802918,200.38,False
398,76,4.0,1431,199.0,0,1.9505508470535278,202.37,False
399,226,7.0,226,7.0,4,1.949813904762268,202.37,False
400,1001,82.0,1227,89.0,3,1.9500504851341247,202.37,False
401,705,286.0,1932,375.0,2,1.949663255214691,202.37,False
402,77,1.0,2009,376.0,1,1.9495249283313751,202.37,False
403,99,14.0,2108,390.0,0,1.949687844514847,206.27,False
404,175,5.0,175,5.0,4,1.9495190727710723,206.27,False
405,153,3.0,328,8.0,3,1.9490705084800721,206.27,False
406,736,39.0,1064,47.0,2,1.9495467519760132,206.27,False
407,550,261.0,1614,308.0,1,1.9490748810768128,206.27,False
408,81,21.0,1695,329.0,0,1.9480683660507203,209.56,False
409,942,50.0,942,50.0,4,1.9484152972698212,209.56,False
410,597,332.0,1539,382.0,3,1.9479762518405914,209.56,False
411,24,0.0,1563,382.0,2,1.9473704636096953,209.56,False
412,139,10.0,1702,392.0,1,1.9475502038002015,209.56,False
413,753,26.0,2455,418.0,0,1.9484085404872895,213.74,True
414,922,71.0,922,71.0,4,1.9487326121330262,213.74,False
415,97,22.0,1019,93.0,3,1.9485634851455689,213.74,False
416,310,154.0,1329,247.0,2,1.9479089164733887,213.74,False
417,126,5.0,1455,252.0,1,1.9477281713485717,213.74,False
418,216,35.0,1671,287.0,0,1.9478433060646057,216.61,False
419,277,11.0,277,11.0,4,1.9483170235157012,216.61,False
420,581,24.0,858,35.0,3,1.946988731622696,216.61,False
421,313,60.0,1171,95.0,2,1.946486349105835,216.61,False
422,184,93.0,1355,188.0,1,1.9461295878887177,216.61,False
423,305,162.0,1660,350.0,0,1.9470707726478578,220.11,False
424,690,31.0,690,31.0,4,1.9471024203300475,220.11,False
425,716,190.0,1406,221.0,3,1.9465584564208984,220.11,False
426,160,9.0,1566,230.0,2,1.946944957971573,220.11,False
427,183,38.0,1749,268.0,1,1.9462872731685639,220.11,False
428,233,80.0,1982,348.0,0,1.9454182851314545,223.59,False
429,1249,107.0,1249,107.0,4,1.9455359816551208,223.59,False
430,144,9.0,1393,116.0,3,1.9460979437828063,223.59,False
431,323,173.0,1716,289.0,2,1.946860271692276,223.59,False
432,138,23.0,1854,312.0,1,1.9477498829364777,223.59,False
433,24,0.0,1878,312.0,0,1.9479257380962371,226.71,False
434,1056,121.0,1056,121.0,4,1.9485866296291352,226.71,False
435,329,143.0,1385,264.0,3,1.9481781828403473,226.71,False
436,202,47.0,1587,311.0,2,1.9476143252849578,226.71,False
437,780,91.0,2367,402.0,1,1.9479353797435761,226.71,True
438,54,1.0,2421,403.0,0,1.948462085723877,230.74,True
439,615,25.0,615,25.0,4,1.9486108696460724,230.74,False
440,95,5.0,710,30.0,3,1.9486166846752166,230.74,False
