Id,Steps,Reward,Ep steps,Ep reward,Lives,Avg Q,Avg R,Stucked
441,521,80.0,1231,110.0,2,1.9500319349765778,230.74,False
442,351,228.0,1582,338.0,1,1.950333560705185,230.74,False
443,182,10.0,1764,348.0,0,1.9511370110511779,234.22,False
444,1135,239.0,1135,239.0,4,1.9520344161987304,234.22,False
445,24,0.0,1159,239.0,3,1.9517638492584228,234.22,False
446,187,7.0,1346,246.0,2,1.9515501904487609,234.22,False
447,284,23.0,1630,269.0,1,1.9518603026866912,234.22,False
448,281,10.0,1911,279.0,0,1.952590789794922,237.01,False
449,796,36.0,796,36.0,4,1.9522920799255372,237.01,False
450,653,134.0,1449,170.0,3,1.9520977282524108,237.01,False
451,221,72.0,1670,242.0,2,1.9518138015270232,237.01,False
452,152,61.0,1822,303.0,1,1.9519443607330322,237.01,False
453,77,4.0,1899,307.0,0,1.9518930768966676,240.08,False
454,1326,170.0,1326,170.0,4,1.9513785600662232,240.08,False
455,310,125.0,1636,295.0,3,1.9518147921562194,240.08,False
456,76,4.0,1712,299.0,2,1.951983916759491,240.08,False
457,72,1.0,1784,300.0,1,1.952597051858902,240.08,False
458,78,4.0,1862,304.0,0,1.9525002372264861,243.12,False
459,1305,243.0,1305,243.0,4,1.9534030604362487,243.12,False
460,283,84.0,1588,327.0,3,1.9541175150871277,243.12,False
461,76,11.0,1664,338.0,2,1.9548579144477845,243.12,False
462,65,11.0,1729,349.0,1,1.9550868916511535,243.12,False
463,23,0.0,1752,349.0,0,1.9556092429161072,246.61,False
464,52,1.0,52,1.0,4,1.9558177626132964,246.61,False
465,179,5.0,231,6.0,3,1.956710888147354,246.61,False
466,347,12.0,578,18.0,2,1.9570917177200318,246.61,False
467,728,113.0,1306,131.0,1,1.9586502408981323,246.61,False
468,142,9.0,1448,140.0,0,1.9593607997894287,248.01,False
469,514,74.0,514,74.0,4,1.9600858008861541,248.01,False
470,53,1.0,567,75.0,3,1.9602932488918305,248.01,False
471,24,0.0,591,75.0,2,1.9617185056209565,248.01,False
472,248,23.0,839,98.0,1,1.9623982286453248,248.01,False
473,57,4.0,896,102.0,0,1.9637504482269288,249.03,False
474,932,43.0,932,43.0,4,1.964002846479416,249.03,False
475,453,68.0,1385,111.0,3,1.9643251979351044,249.03,False
476,226,66.0,1611,177.0,2,1.9639913833141327,249.03,False
477,158,43.0,1769,220.0,1,1.9651674151420593,249.03,False
478,239,100.0,2008,320.0,0,1.9658222007751465,252.23,False
479,468,16.0,468,16.0,4,1.9664467895030975,252.23,False
480,289,19.0,757,35.0,3,1.967977602481842,252.23,False
481,395,57.0,1152,92.0,2,1.967412623167038,252.23,False
482,208,172.0,1360,264.0,1,1.9672780072689056,252.23,False
483,124,47.0,1484,311.0,0,1.9682993388175964,255.34,False
484,828,46.0,828,46.0,4,1.9696683704853057,255.34,False
485,463,33.0,1291,79.0,3,1.9700295579433442,255.34,False
486,226,19.0,1517,98.0,2,1.9712609982490539,255.34,False
487,239,52.0,1756,150.0,1,1.9711443102359771,255.34,False
488,173,95.0,1929,245.0,0,1.9708956682682037,257.79,False
489,426,14.0,426,14.0,4,1.9713929307460785,257.79,False
490,1217,326.0,1643,340.0,3,1.9723504972457886,257.79,False
491,24,0.0,1667,340.0,2,1.9734485578536987,257.79,False
492,23,0.0,1690,340.0,1,1.9745508587360383,257.79,False
493,23,0.0,1713,340.0,0,1.9767637634277344,261.19,False
494,405,11.0,405,11.0,4,1.9779500544071198,261.19,False
495,345,12.0,750,23.0,3,1.9787052261829376,261.19,False
496,565,94.0,1315,117.0,2,1.9793351793289184,261.19,False
497,230,60.0,1545,177.0,1,1.9803225207328796,261.19,False
498,174,126.0,1719,303.0,0,1.9806316912174224,264.22,False
499,374,10.0,374,10.0,4,1.9813859355449677,264.22,False
500,571,23.0,945,33.0,3,1.9810361003875732,264.22,False
501,229,19.0,1174,52.0,2,1.9816428112983704,264.22,False
502,114,26.0,1288,78.0,1,1.9814937067031861,264.22,False
503,561,91.0,1849,169.0,0,1.9800893533229829,264.45,False
504,175,5.0,175,5.0,4,1.9804376196861266,264.45,False
505,1197,132.0,1372,137.0,3,1.9806410682201385,264.45,False
506,239,138.0,1611,275.0,2,1.9812849700450896,264.45,False
507,975,28.0,2586,303.0,1,1.9817368650436402,264.45,True
508,138,47.0,2724,350.0,0,1.98251571059227,265.94,True
509,896,306.0,896,306.0,4,1.982015106678009,265.94,False
510,24,0.0,920,306.0,3,1.9818381512165069,265.94,False
511,159,47.0,1079,353.0,2,1.981744693517685,265.94,False
512,24,0.0,1103,353.0,1,1.9816197991371154,265.94,False
513,103,13.0,1206,366.0,0,1.9817345690727235,268.16,False
514,423,14.0,423,14.0,4,1.9813708806037902,268.16,False
515,1057,96.0,1480,110.0,3,1.9818099212646485,268.16,False
516,397,164.0,1877,274.0,2,1.9815791738033295,268.16,False
517,153,51.0,2030,325.0,1,1.9811653983592987,268.16,False
518,311,49.0,2341,374.0,0,1.9807075023651124,270.96,False
519,1223,202.0,1223,202.0,4,1.9804300308227538,270.96,False
520,259,45.0,1482,247.0,3,1.9816563415527344,270.96,False
521,68,14.0,1550,261.0,2,1.9826649749279022,270.96,False
522,70,11.0,1620,272.0,1,1.9830957555770874,270.96,False
523,76,1.0,1696,273.0,0,1.9828815591335296,269.71,False
524,151,3.0,151,3.0,4,1.9830794107913972,269.71,False
525,1197,334.0,1348,337.0,3,1.9840509164333344,269.71,False
526,52,1.0,1400,338.0,2,1.984751328229904,269.71,False
527,24,0.0,1424,338.0,1,1.9858821785449983,269.71,False
528,24,0.0,1448,338.0,0,1.9877554273605347,270.31,False
529,1086,63.0,1086,63.0,4,1.9889988815784454,270.31,False
530,672,213.0,1758,276.0,3,1.9899341714382173,270.31,False
531,915,68.0,2673,344.0,2,1.990436359643936,270.31,True
532,63,7.0,2736,351.0,1,1.9904541277885437,270.31,True
533,77,8.0,2813,359.0,0,1.990586222410202,272.89,True
534,1154,283.0,1154,283.0,4,1.9903254151344298,272.89,False
535,253,32.0,1407,315.0,3,1.9916944050788878,272.89,False
536,23,0.0,1430,315.0,2,1.9935876488685609,272.89,False
537,222,13.0,1652,328.0,1,1.9951023161411285,272.89,False
538,23,0.0,1675,328.0,0,1.9967500948905945,275.12,False
539,262,7.0,262,7.0,4,1.9975364851951598,275.12,False
540,595,24.0,857,31.0,3,1.9978513157367705,275.12,False
541,761,200.0,1618,231.0,2,1.9980403363704682,275.12,False
542,54,1.0,1672,232.0,1,1.9990294015407561,275.12,False
543,544,154.0,2216,386.0,0,2.000255336761475,276.52,False
544,490,17.0,490,17.0,4,1.9999701237678529,276.52,False
545,1217,220.0,1707,237.0,3,1.999760707616806,276.52,False
546,429,73.0,2136,310.0,2,2.000489698648453,276.52,False
547,45,4.0,2181,314.0,1,2.000966498851776,276.52,True
548,57,4.0,2238,318.0,0,2.001389105319977,279.19,True
549,810,33.0,810,33.0,4,2.001977790594101,279.19,False
550,521,102.0,1331,135.0,3,2.0026763451099394,279.19,False
551,240,176.0,1571,311.0,2,2.0036259853839873,279.19,False
552,77,12.0,1648,323.0,1,2.0049641513824463,279.19,False
553,23,0.0,1671,323.0,0,2.006349265575409,280.73,False
554,580,17.0,580,17.0,4,2.007033258676529,280.73,False
555,207,12.0,787,29.0,3,2.007708092927933,280.73,False
556,615,285.0,1402,314.0,2,2.008436288833618,280.73,False
557,24,0.0,1426,314.0,1,2.008731793165207,280.73,False
558,172,47.0,1598,361.0,0,2.008931930065155,283.88,False
559,704,32.0,704,32.0,4,2.009291733503342,283.88,False
560,563,103.0,1267,135.0,3,2.0087964928150175,283.88,False
561,287,81.0,1554,216.0,2,2.0087119090557097,283.88,False
562,353,158.0,1907,374.0,1,2.0091793549060823,283.88,False
563,24,0.0,1931,374.0,0,2.0095861983299255,283.43,False
564,1080,87.0,1080,87.0,4,2.0095708990097045,283.43,False
565,667,173.0,1747,260.0,3,2.008773612976074,283.43,False
566,57,7.0,1804,267.0,2,2.0088902819156647,283.43,False
567,45,4.0,1849,271.0,1,2.0075977647304537,283.43,False
568,257,57.0,2106,328.0,0,2.007508897781372,283.49,False
569,1643,343.0,1643,343.0,4,2.0071825695037844,283.49,False
570,168,36.0,1811,379.0,3,2.006591305732727,283.49,False
571,23,0.0,1834,379.0,2,2.00569465637207,283.49,False
572,116,15.0,1950,394.0,1,2.0052358388900755,283.49,False
573,69,11.0,2019,405.0,0,2.0041613936424256,286.71,False
574,1264,134.0,1264,134.0,4,2.0044069373607636,286.71,False
575,331,170.0,1595,304.0,3,2.0039156544208527,286.71,False
576,24,0.0,1619,304.0,2,2.0036686670780184,286.71,False
577,24,0.0,1643,304.0,1,2.0029923117160795,286.71,False
578,24,0.0,1667,304.0,0,2.0027284824848177,288.39,False
579,578,29.0,578,29.0,4,2.001888061761856,288.39,False
580,520,27.0,1098,56.0,3,1.9990720975399017,288.39,False
581,76,9.0,1174,65.0,2,1.9974244916439057,288.39,False
582,155,26.0,1329,91.0,1,1.9964715611934662,288.39,False
583,497,113.0,1826,204.0,0,1.9952283632755279,287.24,False
584,807,61.0,807,61.0,4,1.995174468755722,287.24,False
585,526,98.0,1333,159.0,3,1.995060613155365,287.24,False
586,207,117.0,1540,276.0,2,1.993519036769867,287.24,False
587,69,7.0,1609,283.0,1,1.9932461977005005,287.24,False
588,93,32.0,1702,315.0,0,1.9928564429283142,289.46,False
589,1030,102.0,1030,102.0,4,1.9921804070472717,289.46,False
590,512,97.0,1542,199.0,3,1.99088360786438,289.46,False
591,24,0.0,1566,199.0,2,1.9899568200111388,289.46,False
592,54,1.0,1620,200.0,1,1.9884457767009736,289.46,False
593,56,4.0,1676,204.0,0,1.9863467705249787,288.22,False
594,1019,80.0,1019,80.0,4,1.9849497807025909,288.22,False
595,240,38.0,1259,118.0,3,1.9839885032176972,288.22,False
596,244,95.0,1503,213.0,2,1.98304741024971,288.22,False
597,121,60.0,1624,273.0,1,1.9826657843589783,288.22,False
598,252,95.0,1876,368.0,0,1.9819292533397674,288.24,False
599,1304,318.0,1304,318.0,4,1.9810055637359618,288.24,False
600,147,11.0,1451,329.0,3,1.9811254346370697,288.24,False
601,161,24.0,1612,353.0,2,1.9807750725746154,288.24,False
602,54,1.0,1666,354.0,1,1.9811160480976104,288.24,False
603,179,32.0,1845,386.0,0,1.9814436721801758,289.1,False
604,1086,286.0,1086,286.0,4,1.981049884557724,289.1,False
605,174,53.0,1260,339.0,3,1.981733376979828,289.1,False
606,52,1.0,1312,340.0,2,1.981548113822937,289.1,False
607,54,1.0,1366,341.0,1,1.9812864875793457,289.1,False
608,23,0.0,1389,341.0,0,1.9808610987663269,291.56,False
609,1022,54.0,1022,54.0,4,1.9800017368793488,291.56,False
610,429,314.0,1451,368.0,3,1.9794904625415801,291.56,False
611,24,0.0,1475,368.0,2,1.9787911796569824,291.56,False
612,154,22.0,1629,390.0,1,1.9781176114082337,291.56,False
613,24,0.0,1653,390.0,0,1.9770565128326416,291.8,False
614,1781,238.0,1781,238.0,4,1.976434986591339,291.8,False
615,447,92.0,2228,330.0,3,1.9754734897613526,291.8,True
616,100,4.0,2328,334.0,2,1.9748648881912232,291.8,True
617,24,0.0,2352,334.0,1,1.9742238473892213,291.8,True
618,654,33.0,3006,367.0,0,1.973567613363266,291.87,True
619,469,16.0,469,16.0,4,1.9732871043682099,291.87,False
620,1514,303.0,1983,319.0,3,1.972235540151596,291.87,False
621,62,11.0,2045,330.0,2,1.9710498344898224,291.87,False
622,125,36.0,2170,366.0,1,1.9698085975646973,291.87,False
623,289,26.0,2459,392.0,0,1.9683806693553925,292.16,False
624,1070,69.0,1070,69.0,4,1.9668799769878387,292.16,False
625,480,288.0,1550,357.0,3,1.9658465039730073,292.16,False
626,155,21.0,1705,378.0,2,1.9645873785018921,292.16,False
627,72,8.0,1777,386.0,1,1.963541089296341,292.16,False
628,81,4.0,1858,390.0,0,1.9618218529224396,294.64,False
629,1154,126.0,1154,126.0,4,1.9596275413036346,294.64,False
630,23,0.0,1177,126.0,3,1.9570083701610566,294.64,False
631,427,146.0,1604,272.0,2,1.9558231556415557,294.64,False
632,263,54.0,1867,326.0,1,1.954458246231079,294.64,False
633,276,54.0,2143,380.0,0,1.9531441712379456,295.46,False
634,1573,267.0,1573,267.0,4,1.9522881984710694,295.46,False
635,99,14.0,1672,281.0,3,1.95036874294281,295.46,False
636,355,68.0,2027,349.0,2,1.9485349440574646,295.46,False
637,3066,30.0,5093,379.0,1,1.9470956933498382,295.46,True
638,196,22.0,5289,401.0,0,1.9456521356105805,296.74,True
639,429,12.0,429,12.0,4,1.9446849381923677,296.74,False
640,915,326.0,1344,338.0,3,1.9439829039573668,296.74,False
641,132,13.0,1476,351.0,2,1.9421548461914062,296.74,False
642,75,1.0,1551,352.0,1,1.940499358177185,296.74,False
643,111,16.0,1662,368.0,0,1.93887641787529,297.4,False
644,1606,396.0,1606,396.0,4,1.9383439707756043,297.4,False
645,23,0.0,1629,396.0,3,1.9374474942684174,297.4,False
646,23,0.0,1652,396.0,2,1.9362324643135072,297.4,False
647,24,0.0,1676,396.0,1,1.9349424827098847,297.4,False
648,75,1.0,1751,397.0,0,1.9338006317615508,299.38,False
649,934,78.0,934,78.0,4,1.9332462227344513,299.38,False
650,271,57.0,1205,135.0,3,1.93283877491951,299.38,False
651,531,185.0,1736,320.0,2,1.9324377882480621,299.38,False
652,24,0.0,1760,320.0,1,1.9313960778713226,299.38,False
653,210,32.0,1970,352.0,0,1.930313490629196,301.85,False
654,1837,291.0,1837,291.0,4,1.9295933175086974,301.85,False
655,24,0.0,1861,291.0,3,1.9290699446201325,301.85,False
656,104,22.0,1965,313.0,2,1.9286338460445405,301.85,False
657,24,0.0,1989,313.0,1,1.9281930196285249,301.85,False
658,23,0.0,2012,313.0,0,1.9282472324371338,304.18,False
659,1237,320.0,1237,320.0,4,1.9269362843036653,304.18,False
660,138,20.0,1375,340.0,3,1.925957727432251,304.18,False
661,73,1.0,1448,341.0,2,1.9251670217514039,304.18,False
662,76,4.0,1524,345.0,1,1.9244524884223937,304.18,False
663,75,1.0,1599,346.0,0,1.9234988653659821,306.43,False
664,321,9.0,321,9.0,4,1.9225955748558043,306.43,False
665,1018,94.0,1339,103.0,3,1.9219502341747283,306.43,False
666,344,126.0,1683,229.0,2,1.9217136478424073,306.43,False
667,54,4.0,1737,233.0,1,1.9219551873207092,306.43,False
668,198,107.0,1935,340.0,0,1.922033257484436,307.65,False
669,372,10.0,372,10.0,4,1.9209957385063172,307.65,False
670,800,51.0,1172,61.0,3,1.9205546152591706,307.65,False
671,75,1.0,1247,62.0,2,1.9205917954444884,307.65,False
672,637,91.0,1884,153.0,1,1.921877725124359,307.65,True
673,142,28.0,2026,181.0,0,1.922197024822235,308.72,True
674,524,21.0,524,21.0,4,1.9216841185092925,308.72,False
675,180,8.0,704,29.0,3,1.9223155248165131,308.72,False
676,24,0.0,728,29.0,2,1.9225774943828582,308.72,False
677,24,0.0,752,29.0,1,1.9226035296916961,308.72,False
678,24,0.0,776,29.0,0,1.9226848208904266,305.85,False
679,1522,227.0,1522,227.0,4,1.9227768874168396,305.85,False
680,154,61.0,1676,288.0,3,1.9241151630878448,305.85,False
681,57,4.0,1733,292.0,2,1.92545250415802,305.85,False
682,216,60.0,1949,352.0,1,1.9259881973266602,305.85,False
683,105,5.0,2054,357.0,0,1.926302136182785,306.51,False
684,1324,121.0,1324,121.0,4,1.9248600125312805,306.51,False
685,76,4.0,1400,125.0,3,1.9235979723930359,306.51,False
686,118,12.0,1518,137.0,2,1.923243638277054,306.51,False
687,517,190.0,2035,327.0,1,1.9228076350688934,306.51,False
688,58,7.0,2093,334.0,0,1.9223724102973938,308.56,False
689,274,8.0,274,8.0,4,1.9222959530353547,308.56,False
690,1121,137.0,1395,145.0,3,1.9224193704128265,308.56,False
691,138,74.0,1533,219.0,2,1.9224076426029206,308.56,False
692,272,100.0,1805,319.0,1,1.9238785767555238,308.56,False
693,72,0.0,1877,319.0,0,1.9244643795490264,308.18,False
694,778,90.0,778,90.0,4,1.925540518760681,308.18,False
695,158,126.0,936,216.0,3,1.9261538290977478,308.18,False
696,373,126.0,1309,342.0,2,1.9259738862514495,308.18,False
697,73,1.0,1382,343.0,1,1.925161520242691,308.18,False
698,197,13.0,1579,356.0,0,1.9250762414932252,310.29,False
699,879,46.0,879,46.0,4,1.926417759656906,310.29,False
700,464,81.0,1343,127.0,3,1.9268565762043,310.29,False
701,111,11.0,1454,138.0,2,1.92783567070961,310.29,False
702,209,41.0,1663,179.0,1,1.9275587940216063,310.29,False
703,144,78.0,1807,257.0,0,1.9286171233654021,308.97,False
704,1432,178.0,1432,178.0,4,1.9299329245090484,308.97,False
705,108,15.0,1540,193.0,3,1.9300674569606782,308.97,False
706,75,1.0,1615,194.0,2,1.9306724190711975,308.97,False
707,24,0.0,1639,194.0,1,1.9318442285060882,308.97,False
708,402,189.0,2041,383.0,0,1.9320254397392274,311.61,False
709,1784,370.0,1784,370.0,4,1.933397649526596,311.61,False
710,24,0.0,1808,370.0,3,1.934725842475891,311.61,True
711,77,4.0,1885,374.0,2,1.9363540208339691,311.61,True
712,225,20.0,2110,394.0,1,1.9376316392421722,311.61,True
713,1240,8.0,3350,402.0,0,1.9385696470737457,312.65,True
714,1335,139.0,1335,139.0,4,1.939043836593628,312.65,False
715,351,193.0,1686,332.0,3,1.9389656245708466,312.65,False
716,57,7.0,1743,339.0,2,1.9392746317386627,312.65,False
717,99,11.0,1842,350.0,1,1.9392435693740844,312.65,False
718,122,16.0,1964,366.0,0,1.9389436626434327,312.99,False
719,227,7.0,227,7.0,4,1.9389429450035096,312.99,False
720,445,14.0,672,21.0,3,1.939531569480896,312.99,False
721,4089,371.0,4761,392.0,2,1.9402034270763397,312.99,True
722,24,0.0,4785,392.0,1,1.9410089242458344,312.99,True
723,230,33.0,5015,425.0,0,1.9419162154197693,313.19,True
724,177,5.0,177,5.0,4,1.9429400420188905,313.19,False
725,87,2.0,264,7.0,3,1.943833317756653,313.19,False
726,1502,323.0,1766,330.0,2,1.9447310316562652,313.19,False
727,123,0.0,1889,330.0,1,1.9458625638484954,313.19,False
728,72,0.0,1961,330.0,0,1.9472648346424102,312.68,True
729,650,34.0,650,34.0,4,1.9484463107585908,312.68,False
730,239,42.0,889,76.0,3,1.9495501816272736,312.68,False
731,96,19.0,985,95.0,2,1.950802663564682,312.68,False
732,135,36.0,1120,131.0,1,1.9519041299819946,312.68,False
733,149,48.0,1269,179.0,0,1.953101145029068,313.46,False
734,634,22.0,634,22.0,4,1.953960325717926,313.46,False
735,733,131.0,1367,153.0,3,1.9552840220928192,313.46,False
736,399,80.0,1766,233.0,2,1.9563581085205077,313.46,False
737,1674,153.0,3440,386.0,1,1.9554312574863433,313.46,True
738,237,35.0,3677,421.0,0,1.9555079984664916,316.41,True
739,797,58.0,797,58.0,4,1.954745090007782,316.41,False
740,615,155.0,1412,213.0,3,1.9552897775173188,316.41,False
741,24,0.0,1436,213.0,2,1.9566665017604827,316.41,False
742,24,0.0,1460,213.0,1,1.9576908457279205,316.41,False
743,24,0.0,1484,213.0,0,1.9580782389640807,315.57,False
744,1145,280.0,1145,280.0,4,1.9588418257236482,315.57,False
745,24,0.0,1169,280.0,3,1.9595811212062835,315.57,False
746,152,17.0,1321,297.0,2,1.960384978055954,315.57,False
747,24,0.0,1345,297.0,1,1.9610500872135161,315.57,False
748,161,9.0,1506,306.0,0,1.961305775642395,316.9,False
749,341,9.0,341,9.0,4,1.9619430267810822,316.9,False
750,1108,308.0,1449,317.0,3,1.9615131211280823,316.9,False
751,132,36.0,1581,353.0,2,1.9607860374450683,316.9,False
752,121,20.0,1702,373.0,1,1.9598865461349488,316.9,False
753,24,0.0,1726,373.0,0,1.9592165887355804,318.7,False
754,152,4.0,152,4.0,4,1.9582568097114563,318.7,False
755,227,10.0,379,14.0,3,1.9577948129177094,318.7,False
756,886,278.0,1265,292.0,2,1.9574435079097747,318.7,False
757,24,0.0,1289,292.0,1,1.957324388027191,318.7,False
758,150,23.0,1439,315.0,0,1.9574431741237641,318.45,False
759,449,13.0,449,13.0,4,1.9574027383327484,318.45,False
760,828,71.0,1277,84.0,3,1.9578612887859344,318.45,False
761,408,179.0,1685,263.0,2,1.957320318222046,318.45,False
762,153,6.0,1838,269.0,1,1.9580449867248535,318.45,False
763,195,28.0,2033,297.0,0,1.9580150508880616,317.9,False
764,371,10.0,371,10.0,4,1.9582254946231843,317.9,False
765,172,4.0,543,14.0,3,1.9583792352676392,317.9,False
766,303,11.0,846,25.0,2,1.958543747663498,317.9,False
767,640,275.0,1486,300.0,1,1.959362779855728,317.9,False
768,23,0.0,1509,300.0,0,1.9597078692913055,319.38,False
769,1336,144.0,1336,144.0,4,1.9612249076366424,319.38,False
770,455,134.0,1791,278.0,3,1.962285829782486,319.38,False
771,94,21.0,1885,299.0,2,1.9625056505203247,319.38,False
772,911,61.0,2796,360.0,1,1.9619472002983094,319.38,True
773,410,15.0,3206,375.0,0,1.9625341200828552,320.57,True
774,203,6.0,203,6.0,4,1.9628025472164154,320.57,False
775,620,380.0,823,386.0,3,1.962419320344925,320.57,False
776,24,0.0,847,386.0,2,1.9619162690639496,320.57,False
777,51,1.0,898,387.0,1,1.9611931312084199,320.57,False
778,24,0.0,922,387.0,0,1.9602071797847749,321.11,False
779,759,39.0,759,39.0,4,1.9599042665958404,321.11,False
780,250,47.0,1009,86.0,3,1.9594879031181336,321.11,False
781,323,236.0,1332,322.0,2,1.959843831062317,321.11,False
782,78,4.0,1410,326.0,1,1.9605519556999207,321.11,False
783,76,4.0,1486,330.0,0,1.9612534356117248,321.28,False
784,979,330.0,979,330.0,4,1.9624670040607453,321.28,False
785,46,7.0,1025,337.0,3,1.9640410804748536,321.28,False
786,24,0.0,1049,337.0,2,1.964923119544983,321.28,False
787,23,0.0,1072,337.0,1,1.9655169320106507,321.28,False
788,23,0.0,1095,337.0,0,1.9656484079360963,321.36,False
789,1364,258.0,1364,258.0,4,1.9655631053447724,321.36,False
790,24,0.0,1388,258.0,3,1.9661654698848725,321.36,False
791,24,0.0,1412,258.0,2,1.9664711332321168,321.36,False
792,24,0.0,1436,258.0,1,1.9654360938072204,321.36,False
793,24,0.0,1460,258.0,0,1.9653006720542907,321.07,False
794,683,30.0,683,30.0,4,1.965808390378952,321.07,False
795,482,83.0,1165,113.0,3,1.9659979701042176,321.07,False
796,54,1.0,1219,114.0,2,1.96690443277359,321.07,False
797,80,15.0,1299,129.0,1,1.9681251800060273,321.07,False
798,134,72.0,1433,201.0,0,1.9700405478477478,318.89,False
799,1023,75.0,1023,75.0,4,1.970489466190338,318.89,False
