Id,Steps,Reward,Ep steps,Ep reward,Lives,Avg Q,Avg R,Stucked
287,172,11.0,612,35.0,2,1.7294452583789826,155.49122807017545,False
288,166,125.0,778,160.0,1,1.7289579868316651,155.49122807017545,False
289,93,13.0,871,173.0,0,1.7284674549102783,155.79310344827587,False
290,785,58.0,785,58.0,4,1.7279633677005768,155.79310344827587,False
291,94,9.0,879,67.0,3,1.7274526679515838,155.79310344827587,False
292,398,278.0,1277,345.0,2,1.726970728635788,155.79310344827587,False
293,216,12.0,1493,357.0,1,1.726469964981079,155.79310344827587,False
294,56,4.0,1549,361.0,0,1.7259674763679504,159.27118644067798,False
295,169,4.0,169,4.0,4,1.7255310964584352,159.27118644067798,False
296,761,42.0,930,46.0,3,1.7251012742519378,159.27118644067798,False
297,108,5.0,1038,51.0,2,1.7246557438373566,159.27118644067798,False
298,354,70.0,1392,121.0,1,1.7241912281513214,159.27118644067798,False
299,88,21.0,1480,142.0,0,1.7237153375148773,158.98333333333332,False
300,755,41.0,755,41.0,4,1.7232550776004791,158.98333333333332,False
301,334,37.0,1089,78.0,3,1.7228287446498871,158.98333333333332,False
302,312,45.0,1401,123.0,2,1.722419674396515,158.98333333333332,False
303,286,75.0,1687,198.0,1,1.7220026087760925,158.98333333333332,False
304,144,43.0,1831,241.0,0,1.7215912055969238,160.327868852459,False
305,470,13.0,470,13.0,4,1.7211496460437774,160.327868852459,False
306,186,6.0,656,19.0,3,1.7207028412818908,160.327868852459,False
307,657,70.0,1313,89.0,2,1.7202195310592652,160.327868852459,False
308,78,9.0,1391,98.0,1,1.7197679388523102,160.327868852459,False
309,55,4.0,1446,102.0,0,1.7193177926540375,159.38709677419354,False
310,152,4.0,152,4.0,4,1.7188773334026337,159.38709677419354,False
311,411,13.0,563,17.0,3,1.7184192967414855,159.38709677419354,False
312,123,6.0,686,23.0,2,1.7179524624347686,159.38709677419354,False
313,267,23.0,953,46.0,1,1.7174957883358002,159.38709677419354,False
314,318,51.0,1271,97.0,0,1.7170535039901733,158.3968253968254,False
315,690,21.0,690,21.0,4,1.7165982460975646,158.3968253968254,False
316,171,20.0,861,41.0,3,1.7161155951023102,158.3968253968254,False
317,24,0.0,885,41.0,2,1.715633487701416,158.3968253968254,False
318,24,0.0,909,41.0,1,1.715148810148239,158.3968253968254,False
319,589,55.0,1498,96.0,0,1.7146839058399201,157.421875,False
320,219,6.0,219,6.0,4,1.7142838907241822,157.421875,False
321,262,8.0,481,14.0,3,1.7138627183437347,157.421875,False
322,185,8.0,666,22.0,2,1.7134717166423798,157.421875,False
323,162,9.0,828,31.0,1,1.7130610597133638,157.421875,False
324,244,38.0,1072,69.0,0,1.7126565527915956,156.06153846153848,False
325,200,6.0,200,6.0,4,1.7122012710571288,156.06153846153848,False
326,102,2.0,302,8.0,3,1.7117287421226501,156.06153846153848,False
327,150,6.0,452,14.0,2,1.711292223930359,156.06153846153848,False
328,102,2.0,554,16.0,1,1.7108385181427002,156.06153846153848,False
329,109,6.0,663,22.0,0,1.7103861904144286,154.03030303030303,False
330,136,4.0,136,4.0,4,1.709928650856018,154.03030303030303,False
331,193,5.0,329,9.0,3,1.709447603225708,154.03030303030303,False
332,527,21.0,856,30.0,2,1.7089285135269165,154.03030303030303,False
333,56,4.0,912,34.0,1,1.7084375464916228,154.03030303030303,False
334,185,15.0,1097,49.0,0,1.707968213558197,152.46268656716418,False
335,275,8.0,275,8.0,4,1.7074770092964173,152.46268656716418,False
336,176,7.0,451,15.0,3,1.707021427154541,152.46268656716418,False
337,199,15.0,650,30.0,2,1.7065782165527343,152.46268656716418,False
338,439,21.0,1089,51.0,1,1.7061460280418397,152.46268656716418,False
339,167,10.0,1256,61.0,0,1.7057010185718537,151.11764705882354,False
340,560,17.0,560,17.0,4,1.7052502310276032,151.11764705882354,False
341,307,21.0,867,38.0,3,1.704787005186081,151.11764705882354,False
342,158,29.0,1025,67.0,2,1.7043510007858276,151.11764705882354,False
343,500,167.0,1525,234.0,1,1.703907891511917,151.11764705882354,False
344,222,75.0,1747,309.0,0,1.7034690630435945,153.40579710144928,False
345,194,5.0,194,5.0,4,1.703080883026123,153.40579710144928,False
346,138,4.0,332,9.0,3,1.702708708047867,153.40579710144928,False
347,226,7.0,558,16.0,2,1.7023272240161895,153.40579710144928,False
348,1077,152.0,1635,168.0,1,1.701955953836441,153.40579710144928,False
349,295,59.0,1930,227.0,0,1.7016070878505707,154.45714285714286,False
350,614,19.0,614,19.0,4,1.7012450063228608,154.45714285714286,False
351,235,37.0,849,56.0,3,1.7009158635139465,154.45714285714286,False
352,140,6.0,989,62.0,2,1.7006032407283782,154.45714285714286,False
353,106,5.0,1095,67.0,1,1.7002916288375856,154.45714285714286,False
354,24,0.0,1119,67.0,0,1.6999878370761872,153.22535211267606,False
355,358,9.0,358,9.0,4,1.6996950232982635,153.22535211267606,False
356,792,57.0,1150,66.0,3,1.6993998730182647,153.22535211267606,False
357,412,87.0,1562,153.0,2,1.6991160559654235,153.22535211267606,False
358,247,151.0,1809,304.0,1,1.698827850818634,153.22535211267606,False
359,79,4.0,1888,308.0,0,1.6985467672348022,155.375,False
360,154,4.0,154,4.0,4,1.698258730173111,155.375,False
361,189,9.0,343,13.0,3,1.6980163967609405,155.375,False
362,173,3.0,516,16.0,2,1.697755537033081,155.375,False
363,1050,340.0,1566,356.0,1,1.6974990928173066,155.375,False
364,24,0.0,1590,356.0,0,1.6972308814525605,158.12328767123287,False
365,83,2.0,83,2.0,4,1.6969878494739532,158.12328767123287,False
366,1065,75.0,1148,77.0,3,1.6966458582878112,158.12328767123287,False
367,293,64.0,1441,141.0,2,1.6962981379032136,158.12328767123287,False
368,24,0.0,1465,141.0,1,1.6959468257427215,158.12328767123287,False
369,55,4.0,1520,145.0,0,1.6955999386310578,157.94594594594594,False
370,452,12.0,452,12.0,4,1.695240603685379,157.94594594594594,False
371,512,24.0,964,36.0,3,1.6948775255680084,157.94594594594594,False
372,232,34.0,1196,70.0,2,1.6944963431358337,157.94594594594594,False
373,46,7.0,1242,77.0,1,1.6941121065616607,157.94594594594594,False
374,109,5.0,1351,82.0,0,1.693715261220932,156.93333333333334,False
375,419,11.0,419,11.0,4,1.693350327014923,156.93333333333334,False
376,591,26.0,1010,37.0,3,1.6930336439609528,156.93333333333334,False
377,647,167.0,1657,204.0,2,1.692684588432312,156.93333333333334,False
378,167,43.0,1824,247.0,1,1.6923415505886077,156.93333333333334,False
379,88,12.0,1912,259.0,0,1.6920113241672516,158.27631578947367,False
380,219,6.0,219,6.0,4,1.6917082273960113,158.27631578947367,False
381,905,87.0,1124,93.0,3,1.6914036607742309,158.27631578947367,False
382,127,17.0,1251,110.0,2,1.6911045229434967,158.27631578947367,False
383,574,218.0,1825,328.0,1,1.6907685530185699,158.27631578947367,False
384,55,4.0,1880,332.0,0,1.690424336194992,160.53246753246754,False
385,293,8.0,293,8.0,4,1.6900710380077362,160.53246753246754,False
386,269,14.0,562,22.0,3,1.68975439786911,160.53246753246754,False
387,281,11.0,843,33.0,2,1.6894424974918365,160.53246753246754,False
388,550,45.0,1393,78.0,1,1.6891142868995666,160.53246753246754,False
389,46,7.0,1439,85.0,0,1.6887866282463073,159.56410256410257,False
390,684,22.0,684,22.0,4,1.6884909224510194,159.56410256410257,False
391,141,18.0,825,40.0,3,1.6881935667991639,159.56410256410257,False
392,105,11.0,930,51.0,2,1.687882800102234,159.56410256410257,False
393,116,29.0,1046,80.0,1,1.6875509011745453,159.56410256410257,False
394,226,14.0,1272,94.0,0,1.6872149837017059,158.73417721518987,False
395,203,9.0,203,9.0,4,1.6868476378917694,158.73417721518987,False
396,101,8.0,304,17.0,3,1.6864813184738159,158.73417721518987,False
397,695,270.0,999,287.0,2,1.6861482226848603,158.73417721518987,False
398,140,65.0,1139,352.0,1,1.6858223986625671,158.73417721518987,False
399,70,1.0,1209,353.0,0,1.6855037701129914,161.1625,False
400,136,4.0,136,4.0,4,1.6851562333106995,161.1625,False
401,190,4.0,326,8.0,3,1.6847805333137513,161.1625,False
402,177,5.0,503,13.0,2,1.6844122421741485,161.1625,False
403,480,16.0,983,29.0,1,1.6840305531024933,161.1625,False
